match_id,date,city,season,host_team,visiting_team,toss_winner,toss_decision,venue,result,dl_applied,winner,player_of_match
655,2019-04-06 00:00:00,Hyderabad,2019,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Mumbai Indians,AS Joseph
656,2019-04-07 00:00:00,Bengaluru,2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M.Chinnaswamy Stadium,1,0,Delhi Capitals,K Rabada
657,2019-04-07 00:00:00,Jaipur,2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,1,0,Kolkata Knight Riders,HF Gurney
658,2019-04-08 00:00:00,Chandigarh,2019,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kings XI Punjab,KL Rahul
659,2019-04-09 00:00:00,Chennai,2019,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,DL Chahar
660,2019-04-10 00:00:00,Mumbai,2019,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Wankhede Stadium,1,0,Mumbai Indians,KA Pollard
661,2019-04-11 00:00:00,Jaipur,2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,1,0,Chennai Super Kings,MS Dhoni
662,2019-04-12 00:00:00,Kolkata,2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,1,0,Delhi Capitals,S Dhawan
663,2019-04-13 00:00:00,Mumbai,2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,1,0,Rajasthan Royals,JC Buttler
664,2019-04-13 00:00:00,Chandigarh,2019,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Royal Challengers Bangalore,AB de Villiers
665,2019-04-14 00:00:00,Kolkata,2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,1,0,Chennai Super Kings,Imran Tahir
666,2019-04-14 00:00:00,Hyderabad,2019,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Delhi Capitals,KMA Paul
667,2019-04-15 00:00:00,Mumbai,2019,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Wankhede Stadium,1,0,Mumbai Indians,SL Malinga
668,2019-04-16 00:00:00,Chandigarh,2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kings XI Punjab,R Ashwin
669,2019-04-17 00:00:00,Hyderabad,2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,DA Warner
670,2018-04-07 00:00:00,Mumbai,2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,1,0,Chennai Super Kings,DJ Bravo
671,2018-04-08 00:00:00,Chandigarh,2018,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kings XI Punjab,KL Rahul
672,2018-04-08 00:00:00,Kolkata,2018,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Eden Gardens,1,0,Kolkata Knight Riders,SP Narine
673,2018-04-09 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,S Dhawan
674,2018-04-10 00:00:00,Chennai,2018,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,SW Billings
675,2018-04-11 00:00:00,Jaipur,2018,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Sawai Mansingh Stadium,1,1,Rajasthan Royals,SV Samson
676,2018-04-12 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,Rashid Khan
677,2018-04-13 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,UT Yadav
678,2018-04-14 00:00:00,Mumbai,2018,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Wankhede Stadium,1,0,Delhi Daredevils,JJ Roy
679,2018-04-14 00:00:00,Kolkata,2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,1,0,Sunrisers Hyderabad,B Stanlake
680,2018-04-15 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,1,0,Rajasthan Royals,SV Samson
681,2018-04-15 00:00:00,Chandigarh,2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kings XI Punjab,CH Gayle
682,2018-04-16 00:00:00,Kolkata,2018,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Eden Gardens,1,0,Kolkata Knight Riders,N Rana
683,2018-04-17 00:00:00,Mumbai,2018,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Wankhede Stadium,1,0,Mumbai Indians,RG Sharma
684,2018-04-18 00:00:00,Jaipur,2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,1,0,Kolkata Knight Riders,N Rana
685,2018-04-19 00:00:00,Chandigarh,2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kings XI Punjab,CH Gayle
686,2018-04-20 00:00:00,Pune,2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Maharashtra Cricket Association Stadium,1,0,Chennai Super Kings,SR Watson
687,2018-04-21 00:00:00,Kolkata,2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Eden Gardens,1,1,Kings XI Punjab,KL Rahul
688,2018-04-21 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,AB de Villiers
689,2018-04-22 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Chennai Super Kings,AT Rayudu
690,2018-04-22 00:00:00,Jaipur,2018,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,JC Archer
691,2018-04-23 00:00:00,Delhi,2018,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Feroz Shah Kotla,1,0,Kings XI Punjab,AS Rajpoot
692,2018-04-24 00:00:00,Mumbai,2018,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Wankhede Stadium,1,0,Sunrisers Hyderabad,Rashid Khan
693,2018-04-25 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,1,0,Chennai Super Kings,MS Dhoni
694,2018-04-26 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,AS Rajpoot
695,2018-04-27 00:00:00,Delhi,2018,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Feroz Shah Kotla,1,0,Delhi Daredevils,SS Iyer
696,2018-04-28 00:00:00,Pune,2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Maharashtra Cricket Association Stadium,1,0,Mumbai Indians,RG Sharma
697,2018-04-29 00:00:00,Jaipur,2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sawai Mansingh Stadium,1,0,Sunrisers Hyderabad,KS Williamson
698,2018-04-29 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,1,0,Kolkata Knight Riders,CA Lynn
699,2018-04-30 00:00:00,Pune,2018,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Maharashtra Cricket Association Stadium,1,0,Chennai Super Kings,SR Watson
700,2018-05-01 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,TG Southee
701,2018-05-02 00:00:00,Delhi,2018,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Feroz Shah Kotla,1,1,Delhi Daredevils,RR Pant
702,2018-05-03 00:00:00,Kolkata,2018,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Eden Gardens,1,0,Kolkata Knight Riders,SP Narine
703,2018-05-04 00:00:00,Indore,2018,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,1,0,Mumbai Indians,SA Yadav
704,2018-05-05 00:00:00,Pune,2018,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,1,0,Chennai Super Kings,RA Jadeja
705,2018-05-05 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,Rashid Khan
706,2018-05-06 00:00:00,Mumbai,2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Wankhede Stadium,1,0,Mumbai Indians,HH Pandya
707,2018-05-06 00:00:00,Indore,2018,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Holkar Cricket Stadium,1,0,Kings XI Punjab,Mujeeb Ur Rahman
708,2018-05-07 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,KS Williamson
709,2018-05-08 00:00:00,Jaipur,2018,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,JC Buttler
710,2018-05-09 00:00:00,Kolkata,2018,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Eden Gardens,1,0,Mumbai Indians,Ishan Kishan
711,2018-05-10 00:00:00,Delhi,2018,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Sunrisers Hyderabad,S Dhawan
712,2018-05-11 00:00:00,Jaipur,2018,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,JC Buttler
713,2018-05-12 00:00:00,Indore,2018,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Holkar Cricket Stadium,1,0,Kolkata Knight Riders,SP Narine
714,2018-05-12 00:00:00,Delhi,2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,1,0,Royal Challengers Bangalore,AB de Villiers
715,2018-05-13 00:00:00,Pune,2018,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,1,0,Chennai Super Kings,AT Rayudu
716,2018-05-13 00:00:00,Mumbai,2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,1,0,Rajasthan Royals,JC Buttler
717,2018-05-14 00:00:00,Indore,2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Holkar Cricket Stadium,1,0,Royal Challengers Bangalore,UT Yadav
718,2018-05-15 00:00:00,Kolkata,2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Eden Gardens,1,0,Kolkata Knight Riders,Kuldeep Yadav
719,2018-05-16 00:00:00,Mumbai,2018,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Wankhede Stadium,1,0,Mumbai Indians,JJ Bumrah
720,2018-05-17 00:00:00,Bengaluru,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,AB de Villiers
721,2018-05-18 00:00:00,Delhi,2018,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,1,0,Delhi Daredevils,HV Patel
722,2018-05-19 00:00:00,Jaipur,2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sawai Mansingh Stadium,1,0,Rajasthan Royals,S Gopal
723,2018-05-19 00:00:00,Hyderabad,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Kolkata Knight Riders,CA Lynn
724,2018-05-20 00:00:00,Delhi,2018,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Feroz Shah Kotla,1,0,Delhi Daredevils,A Mishra
725,2018-05-20 00:00:00,Pune,2018,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,1,0,Chennai Super Kings,L Ngidi
726,2018-05-22 00:00:00,Mumbai,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,1,0,Chennai Super Kings,F du Plessis
727,2018-05-23 00:00:00,Kolkata,2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,1,0,Kolkata Knight Riders,AD Russell
728,2018-05-25 00:00:00,Kolkata,2018,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Eden Gardens,1,0,Sunrisers Hyderabad,Rashid Khan
729,2018-05-27 00:00:00,Mumbai,2018,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Wankhede Stadium,1,0,Chennai Super Kings,SR Watson
730,2019-04-18 00:00:00,Delhi,2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Feroz Shah Kotla,1,0,Mumbai Indians,HH Pandya
731,2019-04-19 00:00:00,Kolkata,2019,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Eden Gardens,1,0,Royal Challengers Bangalore,V Kohli
732,2019-04-20 00:00:00,Jaipur,2019,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Sawai Mansingh Stadium,1,0,Rajasthan Royals,SPD Smith
733,2019-04-20 00:00:00,Delhi,2019,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Feroz Shah Kotla,1,0,Delhi Capitals,SS Iyer
734,2019-04-21 00:00:00,Hyderabad,2019,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,KK Ahmed
735,2019-04-21 00:00:00,Bengaluru,2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,PA Patel
736,2019-04-22 00:00:00,Jaipur,2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,1,0,Delhi Capitals,RR Pant
737,2019-04-23 00:00:00,Chennai,2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,SR Watson
738,2019-04-24 00:00:00,Bengaluru,2019,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,AB de Villiers
739,2019-04-25 00:00:00,Kolkata,2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,1,0,Rajasthan Royals,VR Aaron
740,2019-04-26 00:00:00,Chennai,2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",1,0,Mumbai Indians,RG Sharma
741,2019-04-27 00:00:00,Jaipur,2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sawai Mansingh Stadium,1,0,Rajasthan Royals,JD Unadkat
742,2019-04-28 00:00:00,Delhi,2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Feroz Shah Kotla,1,0,Delhi Capitals,S Dhawan
743,2019-04-28 00:00:00,Kolkata,2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,1,0,Kolkata Knight Riders,AD Russell
744,2019-04-29 00:00:00,Hyderabad,2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,DA Warner
745,2019-04-30 00:00:00,Bengaluru,2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M.Chinnaswamy Stadium,0,0,no result,
746,2019-05-01 00:00:00,Chennai,2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,MS Dhoni
747,2019-05-02 00:00:00,Mumbai,2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Wankhede Stadium,2,0,Mumbai Indians,JJ Bumrah
748,2019-05-03 00:00:00,Chandigarh,2019,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kolkata Knight Riders,Shubman Gill
749,2019-05-04 00:00:00,Delhi,2019,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Feroz Shah Kotla,1,0,Delhi Capitals,A Mishra
750,2019-05-04 00:00:00,Bengaluru,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,SO Hetmyer
751,2019-05-05 00:00:00,Chandigarh,2019,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,Kings XI Punjab,KL Rahul
752,2019-05-05 00:00:00,Mumbai,2019,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,1,0,Mumbai Indians,HH Pandya
753,2019-05-07 00:00:00,Chennai,2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Mumbai Indians,SA Yadav
754,2019-05-08 00:00:00,Visakhapatnam,2019,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,Delhi Capitals,RR Pant
755,2019-05-10 00:00:00,Visakhapatnam,2019,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,Chennai Super Kings,F du Plessis
756,2019-05-12 00:00:00,Hyderabad,2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Mumbai Indians,JJ Bumrah
757,2020-09-19 00:00:00,Abu Dhabi,2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,1,0,Chennai Super Kings,AT Rayudu
758,2020-09-20 00:00:00,,2020,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Dubai International Cricket Stadium,2,0,Delhi Capitals,MP Stoinis
759,2020-09-21 00:00:00,,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,1,0,Royal Challengers Bangalore,YS Chahal
760,2020-09-22 00:00:00,,2020,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,1,0,Rajasthan Royals,SV Samson
761,2020-09-23 00:00:00,Abu Dhabi,2020,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Sheikh Zayed Stadium,1,0,Mumbai Indians,RG Sharma
762,2020-09-25 00:00:00,,2020,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,1,0,Delhi Capitals,PP Shaw
763,2020-09-24 00:00:00,,2020,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,1,0,Kings XI Punjab,KL Rahul
764,2020-09-26 00:00:00,Abu Dhabi,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sheikh Zayed Stadium,1,0,Kolkata Knight Riders,Shubman Gill
765,2020-09-27 00:00:00,,2020,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,1,0,Rajasthan Royals,SV Samson
766,2020-09-30 00:00:00,,2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Dubai International Cricket Stadium,1,0,Kolkata Knight Riders,Shivam Mavi
767,2020-09-29 00:00:00,Abu Dhabi,2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,1,0,Sunrisers Hyderabad,Rashid Khan
768,2020-09-28 00:00:00,,2020,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,2,0,Royal Challengers Bangalore,AB de Villiers
769,2020-10-01 00:00:00,Abu Dhabi,2020,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Sheikh Zayed Stadium,1,0,Mumbai Indians,KA Pollard
770,2020-10-02 00:00:00,,2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,1,0,Sunrisers Hyderabad,PK Garg
771,2020-10-03 00:00:00,Abu Dhabi,2020,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sheikh Zayed Stadium,1,0,Royal Challengers Bangalore,YS Chahal
772,2020-10-03 00:00:00,,2020,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,1,0,Delhi Capitals,SS Iyer
773,2020-10-04 00:00:00,,2020,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Dubai International Cricket Stadium,1,0,Chennai Super Kings,SR Watson
774,2020-10-04 00:00:00,,2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sharjah Cricket Stadium,1,0,Mumbai Indians,TA Boult
775,2020-10-05 00:00:00,,2020,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,1,0,Delhi Capitals,AR Patel
776,2020-10-06 00:00:00,Abu Dhabi,2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,1,0,Mumbai Indians,SA Yadav
777,2020-10-07 00:00:00,Abu Dhabi,2020,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,1,0,Kolkata Knight Riders,RA Tripathi
778,2020-10-08 00:00:00,,2020,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,1,0,Sunrisers Hyderabad,JM Bairstow
779,2020-10-09 00:00:00,,2020,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,1,0,Delhi Capitals,R Ashwin
780,2020-10-10 00:00:00,Abu Dhabi,2020,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,1,0,Kolkata Knight Riders,KD Karthik
781,2020-10-10 00:00:00,,2020,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Dubai International Cricket Stadium,1,0,Royal Challengers Bangalore,V Kohli
782,2020-10-11 00:00:00,,2020,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,1,0,Rajasthan Royals,R Tewatia
783,2020-10-11 00:00:00,Abu Dhabi,2020,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Sheikh Zayed Stadium,1,0,Mumbai Indians,Q de Kock
784,2020-10-12 00:00:00,,2020,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,1,0,Royal Challengers Bangalore,AB de Villiers
785,2020-10-13 00:00:00,,2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Dubai International Cricket Stadium,1,0,Chennai Super Kings,RA Jadeja
786,2020-10-14 00:00:00,,2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Dubai International Cricket Stadium,1,0,Delhi Capitals,A Nortje
